title,artist,duration
Lost Love,Barry Goldberg,265.61261
An M'agapas,Konstantinos Galanos,226.5073
Just Like Darts,The Real Kids,263.75791
Les Deux Guitares,Jean Ferret,172.61669
Kun rakastaa,Frederik,179.87873
Espoirs Perdus (Valse),Jo Privat,164.38812
The Song of the Riddles,Willie Clancy,221.72689
Imaginary Love,Mae West,174.49751
Release,LORE,297.16853
Where You Belong,The Summer Obsession,282.04363
When Your Ready,Dabbler,314.61832
I hit You Wit The Pepper,Messy Marv,199.26159
American Lovebite,Dons,200.51546
Fair Enough (LP Version),Beth Nielsen Chapman,220.05506
We Three Kings,The Roches,329.45587
Sleepy Man Blues,Bukka White,159.00689
I Go to the Rock,The Rambos,226.2722
It's Personal,Lennie Tristano,463.38567
The End. [Live In Mexico],My Chemical Romance,154.30485
Plaisance-Fox,Emile Vacher,173.21751
Magali,Gloria Lasso,200.64608
The Story Goes On,The Steeles,261.04118
Night Terrors (Album Version),Static-X,189.09995
Main Street Eyes,Iggy Pop,221.43955
You Never Wash Up After Yourself (Live),Radiohead,102.45179
Tu Mejor Amigo,David Summers,213.26322
Piracy,Tanya Chua,210.85995
Can't Make You Love Me,Britney Spears,196.80608
So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster),Wanda De Sah,133.45914
Misty Blue,Billie Jo Spears,159.81669
East to West,Starski and Clutch,290.95138
Nothing's The Same (2002 Digital Remaster),Gary Moore,306.72934
I Don't Like It Like This,The Radio Department,248.24118
Facedown,Matt Redman,336.92689
I'm A Tomorrow,Ec8or,123.61098
I Believe In You (More Than A Story Album Version),Go Fish,344.92036
She Will Be Loved,Maroon 5,261.61587
Valkyria,YGGDRASIL,242.78159
Side Steppin',Paul Brown,214.69995
I Don't Wanna be A Star,Corona,243.43465
Que Si_ Que No,Jody Bernal,192.28689
Hard To Concentrate (Album Version),Red Hot Chili Peppers,241.84118
Senegal Son,Renee Rosnes,363.78077
Nobody But Me - Original,Dee Clark,138.762
Manzenera,Adam Ant,203.54567
Dinosaur Bones,Showbread,264.01914
We Made It [Instrumental],Busta Rhymes feat. Linkin Park,238.21016
Lost In Translation,Pitch Black,398.602
I Wanna Sing (Autobiography Album Version),Scott Krippayne,234.91873
Les Tous Petits Details,Julien Clerc,146.23302
Cunoasterea Tacuta,Negura Bunget,431.72526
La Blonde de Pékin,Annie Philippe,167.73179
Hard Not 2 Kill (Explicit),Fat Joe,174.65424
Restless Spirits (World),R. Carlos Nakai,170.762
Ett Norrskensdåd,Finntroll,214.30812
Downtown (Album Version),Crazy Horse,195.36934
The Child Deirdre,Mychael Danna & Jeff Danna,244.55791
Locaccmaccam,Marc Perrone,142.88934
Too Many Choices,Bad Azz,285.93587
All Time Low (Album Version),Grey Area,189.33506
Byal ravnec,Lot Lorien,368.16934
I'm On Your Tail,Paul Carrack,374.96118
Jiggle Once And Wait (Album Version),Dan Cummins,169.09016
You'll Never Find,The Impressions,281.65179
2 Late 4 Goodbyes,Jeff Scott Soto,302.00118
Sense,Beherit,625.57995
Ask The Angels,The Distillers,190.95465
Harmony Of The Forest,Kitaro,382.51057
Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,214.09914
It Took A Good Woman [Edited Demo],Tiny Tim,140.12036
Hundre År Gammal,Khold,207.93424
Still,Jennifer Lopez,220.55138
Stick Out,Melt Banana,42.34404
House Of Pain,Van Halen,199.10485
Vacation Rain (Album),Sister Hazel,231.36608
The Carrying Arms,The Antlers,107.98975
Vida De Mi Vida,Banda La Bocana,207.04608
Medley: Safe To The Rock / Hiding In Thee,George Hamilton IV,323.16036
We Blame Love,Heaven 17,287.39873
I got A Woman,Eddie Boyd,291.76118
Jam-Master Jammin',RUN-DMC,259.97016
Love Don't Love Me (Justin Timberlake) (Amended Version),Justin Timberlake,261.27628
The Moon Was Yellow,Russ Morgan,212.63628
Boda de Oro,Orquesta America,353.69751
Over the Rainbow,The Golden Age Orchestra_ Paul Summer ,168.75057
Don't Be Afraid (World),Sharon Burch,183.30077
Minner,Mons Leidvin Takle,287.26812
Sample Track 14,Simon Harris,184.47628
Janie's Got A Gun,Aerosmith,329.69098
Talking To Trees,The Cat's Miaow,103.00036
30 Grad,Pyranja,181.49832
Morning Bird,Sade,234.26567
Feelin` Alone,2-Gether feat. Sarinah,190.82404
Please Jesus_ Send Me Someone To Fuck,All Leather,121.05098
Big Girl Blues,Danny Barnes,169.482
Tracy,Goldfish,172.61669
All I Really Want,Premiums,173.58322
Flute,Les Ogres De Barback,247.32689
Hot Wire [Live Version],Kix,366.57587
Ain't Gone 'N' Give Up On Love,Stevie Ray Vaughan And Double Trouble,368.63955
North American Ballads: No. 2 - Which Side Are You On?,David Jalbert,554.9971
I Get My Paper,Cassidy featuring Swizz Beatz,280.71138
The New Girl,Javier Navarrete,78.10567
Savin' Me,Nickelback,217.62567
Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,Double Image,348.42077
Turn It Around,Tony Matterhorn,207.01995
Gracieusette,Gus Viseur,157.51791
Why Baby Why,Hank Locklin,143.82975
Adios_ Amigos! (2003 Digital Remaster),J. Karjalainen & Mustat Lasit,169.74322
Phillippe,James Newton Howard,89.10322
Peace Dance,Terry Riley,349.20444
Between You And Me,Joy Enriquez,260.96281
Sad Girl (Single Mix),The Stems,200.51546
Ongoing Plague,Malefaction,139.17995
La Chola Caderona,Sonora Carruseles,295.31383
10000 Km,La Portuaria,250.43546
Angel,Julio Iglesias Jr,252.13342
Comfortubly Numb,Big One,499.69587
The Christmas Song  (LP Version),Nicole Mullen,194.95138
Outubro,Irtio,333.73995
Skin Ticket (Live version) (Album Version),Slipknot,363.7024
Damn those eyes,Kane,422.73914
Bliv Du Till Gran (If You Became A Spruce),Groupa,229.56363
Lawyer Clark Blues,Sleepy John Estes,190.27546
If Today Was Your Last Day (Album Version),Nickelback,248.05832
Enchanted Garden,Paul Taylor,275.46077
You've Got A Friend,Kathy Troccoli,282.20036
Jesus Is Gonna Make Up My Dying Bed,Josh White,180.97587
Half As Much,Gene Autry,148.1922
Oops!...I Did It Again,Britney Spears,211.01669
Final Straw (Album Version),R.E.M.,246.17751
Har vi råd att i dagens läge ha kvar våra vänner i socialgrupp 3?,Gösta Ekman / Tage Danielsson,220.78649
Marbles,Spunk,139.2322
Leskiäidin tyttäret,The Avengers,121.96526
Knowing You'll Be There,Gaither Vocal Band,276.74077
Rock Steady,Bad Company,249.83465
Turn Your Eyes Upon Jesus,Kathy Troccoli,194.0371
For All We Know,Ann Hampton Callaway,304.71791
Cielito lindo,Mariachi Silvestre Vargas,186.09587
Game Night (Album Version),Bill Engvall,170.52689
So(u)l Invictus,Nightfall,190.87628
Fat Albert's Car,Bill Cosby,498.33751
Yo Yo Man (Garter Belt),Tony Joe White,332.32934
Murder In The Graveyard,Screaming Lord Sutch,184.05832
On The Wing,Owl City,301.16526
Un Gran Vacio,Michael Salgado,174.602
The Door,Keb' Mo',236.48608
Remember (The Beauty Of Simplicity Album Version),Telecast,224.96608
Pills (Dub) (Dub),Cedric Gervais feat. Second Sun,392.9073
On Probation,Youves,235.20608
Let It Be Me,Dionne Warwick,226.58567
Darling_ I Want To Destroy You,AFI,223.29424
Unworthy of His Love,Oak Ridge Boys,116.21832
Armageddon's Raid,Belphegor,308.76689
De rien,Les Ogres De Barback,189.85751
Me quedo sin ti,Julio Iglesias Jr.,244.50567
Lo Decidio,Orquesta Aragon,160.54812
Here We Are,Dallas Holm,270.00118
Guns And The Young,Mighty Mighty Bosstones,142.73261
Bonjour,Jacques Douai,42.4224
Judgement Begins With The House Of God,STEVE CAMP,223.4771
Jesus Loves Me (Now More Than Ever),Russ Taff,158.71955
Somebody Has Stolen My Girl,Cornel Campbell,178.59873
Ho Capito Che Ti Amo,Brazilian Tropical Orchestra,126.22322
I Do (Chris The Greek Remix),Tina Ann,237.53098
Hold Up My Heart,Brooke White,233.79546
A Sailboat In The Moonlight,Arthur Tracy,173.89669
Ciudad desierta,Alex Ubago,186.09587
Directions to my special place,themselves,274.1024
Eoarchaean,The Ocean,285.90975
Mesmerized,Miguel Migs,342.59546
See The Light,The Jeff Healey Band,267.33669
Situations,Bravehearts featuring Nas and Jully Black,221.04771
Love & Romance,Willie Barcena,163.76118
Flame It Up,DJ Rashad,186.69669
Prosperity In The U.S.A.,Yuppie Pricks,168.6722
Boulevard St. Germain,Bloomfield,353.69751
Hun Qian De Nu Ren,Hacken Lee,481.54077
Burning Skies,Tones On Tail,387.16036
Greener,ARRESTED DEVELOPMENT,338.96444
Secret Handshakes,The Ataris,222.9024
Your Love Takes Good Care Of Me,The Jordanaires,123.74159
Shrinking,Dictafone,254.17098
40,U2,406.85669
Only You,Ayo,288.49587
One Step Forward_ Two Steps Back,John Sebastian,276.45342
Let It Bang,X-ecutioners featuring M.O.P.,210.07628
Baños De Budapest (Extended Remix),Hevia,331.88526
Sleepy Lad,Maximilian Hecker,174.23628
My Plastic Heart (Plastic Operator Remix),Frost,336.24771
Sea of Green,Slackbaba,465.6322
Exodus,Sunscreem,232.4371
True Fuschnick,FU-Schnickens,237.92281
Sickness,Agnostic Front,92.18567
Inertiatic Esp,The Mars Volta,266.47465
Mother_ Mother_ Mother_ Pin A Rose On Me,Kitty Kallen,161.38404
Heartless,Hoods,175.3073
Yi Ba Xiang Shui Yin,Leon Lai,210.9122
Breaking Of Day (Album Version),The Winans,288.26077
U Don't Have To Call,Streetwize,302.13179
Foolish Little Girl,The Shirelles,132.33587
Get Up (Diplo Mix),Bingo Players,171.49342
Inaudible Melodies,Jack Johnson,207.09832
A Veces Vuelvo,Catupecu Machu,266.1873
Leroy Bown,Dee Clark,170.65751
Isle Of Inishmore - Part 1 (Air),Kathy Mattea,124.83873
What Would You Do?,City High,174.91546
Anti fashion victime,Théophil,213.9424
Mambo Bacan,Line Renaud,157.93587
For Free,Hal Russell,397.16526
Gamble Calypso,Mau Mau,232.12363
Wings Of Love,Zagar feat. Underground Divas,277.21098
Sugar Bush,Bert Kaempfert,201.42975
Haughtiness And Puerile Dreams,Autumnblaze,277.75955
To My_ Niechciani,Molesta Ewenement,269.37424
Gettin' Together,Tommy James And The Shondells,136.12363
Feriado,Chico Cesar,238.23628
Piano E Viola,Pery Ribeiro,195.68281
Soul,Pedro Luis e a Parede,229.45914
Entonces,Fran Perea,173.08689
Heart Trouble,Martina McBride,198.42567
6 Yrs (Album Version ),Reach 454,237.19138
Good Rocking Tonight,Roy Brown,227.082
Save Me (Rolling Stone Original Version),Unwritten Law,199.67955
Unemployed Black Astronaut,Busdriver,240.71791
Tell The Truth (Album Version),Jude Cole,327.26159
Contigo Si,La 5A Estacion,131.3171
Autumn's Ablaze (Live),Primordial,484.10077
Main Title,Christophe Beck,91.21914
Trumpet Blues And Cantabile,Mike Vax,154.06975
Raggy Road,Capleton,86.88281
You'll Need Somebody On Your Bond,Blind Willie Johnson,187.16689
Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,Solomon,834.24608
La Calle Del Gato Que Pesca,María Elena Walsh,156.83873
My Maria (LP Version),Martin Sexton,244.4273
Cross Currents,Richard Souther,273.05751
No. 6 The Coombe,The Chieftains,231.1571
Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,336.09098
Frankie & Sue,Darden Smith,207.41179
Don't Speak,Kinky,306.05016
Death Song,The Last Days Of Jesus,292.57098
You (Demo),Radiohead,204.06812
Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,328.48934
Hip Replacement,Paris_ Texas,225.67138
Every Breath I Take,Gene Pitney,166.3473
Here I Am,FFH,263.83628
Down And Out In Paradise,John Mellencamp,216.86812
Chalifot (Suits) (Live) (ft. Lioara Itzchak),Hadag Nahash,338.9122
El Chorro,Los Auténticos Decadentes,153.57342
Sugar Blues,Bob Willis,172.09424
Zornig!,Dynamite Deluxe,148.29669
Bomba Camara,Richie Ray & Bobby Cruz,370.75546
Who Do You Roll With?  (LP Version),New Direction,265.24689
Kill Your Darlings,Soulwax,201.24689
Here I Am,Phantom Planet,120.65914
The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors,298.39628
Be my Lover,Hysterie,379.402
Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],Eiffel 65,390.00771
The Coloness Of The Chain,Tony Joe White,329.35138
This Very Moment,Set Your Goals,153.23383
La Otra,Marisela,221.20444
Feeling,Jaco & Mixxmaster,441.99138
Gotta Cut Out,Jimmy McCracklin,147.64363
"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",Marilyn Horne,282.14812
True Nature,Jane's Addiction,229.61587
Your Touch Versus Death,Every Time I Die,215.43138
Foreign Prince Of Tokyo,Vodka Collins,249.96526
King Tee Production,King Tee,153.57342
Lusco,Berrogüetto,115.17342
Blessed Assurance (I Love To Tell The Story Album Version),Mark Lowry,261.82485
It's So Fine,Jackie Wilson,128.93995
Rumpu lyö,Solistiyhtye Suomi,148.71465
Skinned Strings,Chico Hamilton Quintet,316.73424
The Bull Frog,Edmundo Ros,152.05832
House Music,Save As,337.81506
Danser seule 2,Klimperei,12.85179
Deus Ex Machina,William Orbit,339.80036
A White Demon Love Song (Soundtrack Album Version),The Killers,213.96853
Animal Crimes,Mad Are Sane_ The,228.8322
La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant,Olivier Messiaen,315.08853
Flight of the Elephant,Workhorse,370.85995
No Quarter,Crowbar,270.73261
Storm,The Pharcyde,217.88689
Freedom (LP Version),Wayne Watson,304.19546
How We Get Down,Bad Azz,270.39302
Canal de jonage,Michèle Bernard,230.24281
Ramène Moi,Lara Fabian,273.13587
Hello Hello,Abrar - Ul - Haq,301.16526
Another Last Shot (Album Version),Vivian,283.79383
Prayer For The Dying (Live In Paris),Seal,304.14322
Hunted,Scott Glasgow,154.5922
I'll Be Yours,Faron Young,168.72444
Sarankégni,Djelimady Tounkara,487.33995
Subliminal ohne Naturgeraeusche,Kurt Tepperwein,1203.53914
Eurydice! ombre chère!,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,87.32689
Isle of St. Helena,Mary Black & General Humbert,303.75138
Safety Net (Album Version),Moros Eros,224.41751
Marcel,Pierre Perret,277.21098
A Talk With Dad,Speech,160.93995
C'Etait Bien,Jean Corti,183.19628
Turandot (2008 Digital Remaster)_ Act III - Scene I: Nessum dorma!,Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul,172.90404
Whip Fight,Harry Gregson-Williams,95.9473
Atrapados En La Red,Tam Tam Go!,405.41995
Des Helden Widersacher,David Zinman,227.082
V,Zeromancer,280.08444
Push It,Salt-N-Pepa,207.62077
Little Bit of Inner Air,Atomic Rooster,159.60771
"Los De Aragón: ""Los De Aragón",Alfredo Kraus,322.29832
On Tomorrow,Captain Beefheart & The Magic Band,206.57587
Seeing Is Believing,Mike And The Mechanics,193.56689
Through With You,Maroon 5,181.52444
Red Apple Juice (LP Version),The Tarriers,118.5171
Sweeter Than You,The Four Pennies,156.57751
Sweet Defeat,The Flesh,227.00363
A World In Fast Forward,Michael Whalen,436.53179
The Lost Name of God,Amorphis,332.06812
Marseille (Live On Tour_ 1984),Thomas Dolby,281.05098
Bülent & Mompfreed: Mompfreedonium,Bülent Ceylan,54.15138
Some Kind of Record,Rockit,217.10322
Prayer Walk,Kris Gruen,185.28608
Dead End Sign,Bonita,217.88689
Felicidade,Moraes Moreira,194.87302
Forever,Orbital,478.45832
I Never Did No Hitler,20/20,221.72689
New War,4 Skins,250.48771
God Gave Me You (Single/LP Version),Bryan White,245.81179
C'est pas ma faute,Betika_ Daouda,286.77179
Only Just Begun,John Holt,209.29261
Caroline (LP Version),Billy Pilgrim,220.26404
It's A Secret,Mungo Jerry,193.90649
Jericho  (Straight On Album Version),DeGarmo & Key,275.74812
Talk To Your Daughter (Album Version),Robben Ford,250.53995
You Better Stop,Curtis Mayfield,411.92444
I Got Rhythm,Oscar Peterson Trio,185.70404
Didn't Know Yet What I'd Know When I Was Bleedin',Dax Riggs,157.36118
100 Ways ( LP Version ),Porno For Pyros,222.77179
Born To Be Together,The Ronettes,177.81506
Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,My Little Airport,125.70077
Soleil rouge,Josélito,205.45261
Hopelessly,Rick Astley,215.09179
Creation,The James Taylor Quartet,315.14077
Ernestine,Joe Bataan,311.19628
Firewater,Joe Grushecky,294.19057
No Soy Uno Más,Jose Luis Perales,191.21587
Overture/Blue Tahitian Moon,Angelo Badalamenti / Keira Knightley,63.29424
Cancion De Amor Eterno,Carlos Vives,112.90077
Loving By Heart,Jeff And Sheri Easter,183.19628
I'll Meet You By The River (Southern Convention Songs Version),Bill & Gloria Gaither,194.82077
Du machst mich irgendwann verrückt,Markus,176.97914
Adrift,Jack Johnson,236.19873
Only Human,Usher Featuring The Nu Beginning,338.75546
My Last Date (With You),Skeeter Davis,146.28526
Fools Like You,Blue Rodeo,280.65914
See The Big Man Cry,Charlie Louvin,138.55302
Three Little Birds,Bob Marley & The Wailers,320.15628
Sunday Cream,Juan Farcik,295.02649
Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,102.68689
If you Seek Amy,Hoodfellas,227.082
Ali Baba,Jackie Edwards,179.09506
Paloma Consentida,Carmen Y Laura,160.60036
L'Aventurier,Jacques Dutronc,151.09179
Yi Xiao Shi Chong Yin,Edmond Leung,230.37342
Trash (live Paris),New York Dolls,210.85995
No Loafting,Junior Reid,199.75791
Talk About Me,Screamin' Jay Hawkins,150.56934
The 23rd Psalm,Steve Erquiaga,220.70812
Leave Me Be,The Shirrows,130.76853
Cheshire Grin,Charlie Khan,202.29179
Wishy Washy Woman,Mighty Joe Young,253.51791
Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,Dream Warriors,414.24934
(Prayer Is The Key To Heaven) Faith Unlocks The Door,Don Gibson,151.09179
America's Suitehearts,Fall Out Boy,214.33424
Finisterre (Live),Mau Mau,745.40363
Tsai Me Lemoni (2005 Digital Remaster),Dakis,224.07791
Natural Light (Subliminal Self-Help),Steven Halpern,248.63302
The One Who Lives Inside Your Heart,Lari White,239.90812
If I'M Dreaming just Let Me Dream,Brenda Lee,173.06077
The Hills Of Old Wyomin',Roy Rogers,185.0771
Distant Cousin,George Schuller,409.0771
Apoliome Re Giorgi (Feat. Etsi De),IMISKOUBRIA featuring Etsi De,245.26322
Désolé Pour La Poussière,Miossec,225.90649
Love,Opals,136.77669
Rotate,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,256.1824
Got To Tell The People,Cornell Campbell,184.99873
Here And Beyond,Behemoth,206.44526
Gigantor,Dickies,179.59138
Better Days (Album Version),Faith Hill,207.80363
If They Want It,DJ Clue / Fabolous Sport,242.75546
Death Blow,Kool Moe Dee,397.5571
4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],Madonna,277.99465
Turn The Heat Up,Bobaflex,147.43465
Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),Behemoth,188.08118
The Future,Benga,277.55057
40 OZ Quartet Part I,Tha Liks,108.2771
I Don't Know,Teenage Fanclub,274.70322
Xue Hua Chao,Hins Cheung,238.21016
Chaos (Live - Bridgehouse Tapes),4 Skins,126.14485
Over The Rainbow,Anita Kerr,156.52526
Year 3_000 Blues (2002 Digital Remaster),Ten Years After,145.00526
3 + 3,Vangelis,575.58159
Tell Your Momma Come,Black Eyed Peas,196.362
Kiss the Sky,Danielle Bollinger,223.52934
Anything's Better Than Feelin' The Blues,Martina McBride,181.86404
Mary Had A Little Lamb,Dora The Explorer,169.09016
Fleetwood,Jim Bryson,276.21832
Anarchy in the UK (Sex Pistols) (Bonus Track),Adrenalin O.D.,142.65424
Witchcraft (1997 Digital Remaster),Joe Graves & The Diggers,261.32853
Go And Wash (Those Dirty Feet),Johnny Horton,138.86649
October,U2,142.23628
Pode Me Chamar,Eddie,243.17342
Gateway,Dean Evenson,203.93751
Souffle 2,Vincent Bruley,920.76363
Comin' Home,ZO2,346.51383
One About Heaven,Brent Lamb,237.16526
Babes In Arms,April Wine,200.9073
The Christmas Song,Mannheim Steamroller,199.83628
20 horas de nada,Alex Ubago,216.58077
Kyana,Arctique,468.00934
Cum,Eric Burdon,168.30649
Ur Själslig Död,Månegarm,264.6722
Madeleine (feat. Thomas Fersen),Jean Corti,174.81098
Honey,Mariah Carey,301.19138
Rescue And Breakout,James Horner,203.54567
Zhui Zhong,Jacky Cheung,226.37669
Silver Bells,Lacy J. Dalton,186.8273
Round 7:  2138,Cassius Clay,246.96118
You Can't Hurry Love (Live),Phil Collins,174.23628
Jingle Bells,Jim Reeves,108.19873
This Side Of Paradise,Nestor Torres,280.2673
Howells Delight,The Baltimore Consort,240.40444
Out Of This World,Black Flag,133.25016
Petite Fleur (Instrumental) (1996 Digital Remaster),Henri Rene And His Orchestra,168.54159
Keys To The Whip (Straight Pimpin' Mix),Disco D feat. Lola Damone & Helluva,226.61179
Hey Little Girl (1949),Professor Longhair,179.93098
I Changed My Mind (DJ Spinna Remix),Lyrics Born,313.15546
Ride On Time (Original Version),Black Box,272.14322
Mutter Erde,Monika_ Wolfgang,178.78159
2StepN,North Mississippi Allstars,166.21669
Seize the day,Time Factory,244.45342
Warung Beach,John Digweed,405.10649
You Can Do Better Than Me (Album Version),Death Cab for Cutie,119.40526
Song Sung Blue,Neil Diamond,194.40281
Ain't That Something,High Strung_ The,165.3024
Ombre Et Lumière,Vincent Bruley,498.38975
Bad Reputation (Originally Performed by Thin Lizzy),The Meatmen,170.4224
I've got Vilking in Me,Four Tet,136.202
That Girl,Gary Morris,305.10975
Hornpipes: The First of May / the New Century,Dale Russ / Finn MacGinty,169.16853
Restcure,Marygold,204.90404
Midnight  (LP Version),Axe,211.53914
Samaritanas Del Amor,Jose Luis Perales,199.94077
Sunshower,Dave Valentin,277.21098
Breakin',Milk Inc.,206.75873
Good Enough,Evanescence,331.36281
Sahnu bhul ke Maha,Naseebo Lal,436.27057
The Friendly Visit / The Stack of Wheat / The Gypsy Hornpipe,Joe Derrane_ Frankie Gavin_ Brian McGrath,281.39057
Adios Pampa Mia,Los Iracundos,198.50404
Fen Shou Zong Yao Zai Yu Tian,Jacky Cheung,287.4771
Bailando,Casual,203.02322
Traffic,Truckfighters,270.44526
Just One Time,Connie Smith,148.63628
His Love Says (Album),Mark Lowry,203.28444
Headless Heroes (LP Version),Eugene McDaniels,213.15873
Within My Blood,Skeletonwitch,252.08118
More Power To Ya,Petra,219.08853
Mr. Wonderful,Peggy Lee,200.6722
Same Game,Leigh Jones,200.51546
Danger! She's A Stranger,The Five Stairsteps,165.74649
Decima Del Tiempo De Antes,Roberto Torres,276.00934
Rider 4 Real,G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo,202.10893
Eight (Album Version),Onesidezero,281.12934
Distractions,Dictafone,307.98322
Boar Hog Blues,Jazz Gillum,170.9971
Where We Are From,Lexie Mountain Boys,247.11791
El Jorobadito,Los Auténticos Decadentes,223.97342
Ocean Drive,Lighthouse Family,241.8673
Five Long Years,Freddie King,263.65342
Check 1_2,EPMD,196.91057
Thug Love,X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,260.44036
Show a Sign of Life,High Strung_ The,123.8722
Everyone (LP Version),Socialburn,241.84118
My Pillow,Roger Miller,133.27628
Start Moving,Sal Mineo,149.9424
Mean Old World Blues,T-Bone Walker,174.96771
Ville Eyolf,Black Debbath,276.21832
Macht hoch die Tür,Thomas Battenstein,126.74567
Mark My Words (Album Version),Hatebreed,111.22893
C Day (Maxi Club Version),Confetti's,312.45016
Grace And Mercy Part II,Dorothy Norwood,254.24934
Itchycoo Park,Small Faces,172.72118
Life,Vinylbase,361.79546
Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),Bobby Hutcherson,399.51628
Blueberry Hill,Gene Autry,155.53261
Please Belive It,Mr. De',334.54975
Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa,Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti,212.4273
I Walked Today Where Jesus Walked,Bill & Gloria Gaither,290.06322
I Constantly Thank God For Esteban (Album Version),Panic! At The Disco,210.25914
Con Alma,The Fureys,398.10567
Spanish Grease,Nestor Torres,201.482
Queen Street Rag (144826),Birmingham Jubilee Singers,188.3424
Ju Ju,Poncho Sanchez,427.07546
Song Of The Valley,John Cale,307.22567
Estudio,Eduardo Fernandez,120.89424
Orgullo,Los Cisnes,182.72608
You Gave Me A Mountain,The Jordanaires,239.35955
Shadow After Dark,Ana Popovic,263.83628
Fauché,Les Hou-Lops,120.08444
Xtra Thump (Featuring Tash from Tha Alkaholiks),Defari,178.72934
Cellular Phone,Bounty Killer,205.29587
Stop Breaking Down (1994 Digital Remaster),The Rolling Stones,274.18077
Limbo Rock,Dora The Explorer,159.29424
I Never Shall Forget That Day (Reunion Album Version),Bill & Gloria Gaither,235.78077
What Are You Fighting For,Gyptian,219.76771
Bald Head,Professor Longhair,153.49506
Sun Shower - Cadence Weapon Remix (Cd),Busdriver,316.21179
Some Guys Have All The Luck,Robert Palmer,184.34567
Why Did You All Lie to Me?,Dario Marianelli,262.94812
Heft*,Fastway,318.9024
L'Homme au trapèze volant,Alain Turban,186.51383
Cold Youth,Cut Copy,289.04444
It's All In My Mind,Teenage Fanclub,221.41342
Bi Thus A Mo Shuile (LP Version),Maire Brennan,113.55383
14 Botellas,2 Minutos,52.32281
Move On,Paul Stanley,191.55546
Only Love,Daryl Hall & John Oates,276.6624
Aurèle et Céline,Georges Delerue,85.91628
Romeo's Exile,Liam O'Flynn,234.10893
Times Up,DJ Spinn,193.69751
Lake Charles Two-Step,The California Cajun Orchestra,172.48608
What's Gonna Happen On the 8th Day,Screamin' Jay Hawkins,301.13914
Assassin,Floor,117.02812
Well Oh Well,Tiny Bradshaw,158.82404
Sample Track 17,Simon Harris,176.97914
Playstation Generation,Smut Peddlers,167.60118
Get Your Head Stuck On Your Neck,Soul Mekanik,447.08526
Gail Wakes Up,Michael Whalen,77.29587
Stand (Album Version),Kiss,290.84689
The Preacher & the Funeral,LaWanda Page,187.76771
Blues Again,Rory Block,111.46404
I Am Fred Astaire (Album Version),Taking Back Sunday,223.39873
Memphis Jug,Memphis Jug Band,187.53261
I Could Use Another You (Digital Re-Recording),Eddy Raven,164.64934
N'ayez crainte mesdames,Fred Merpol,345.10322
Honey,Mariah Carey Featuring Da Brat & JD,314.122
Beautiful,Christina Aguilera,236.95628
Aftertaste,X-tv,332.79955
We All Need Love,Irma Thomas,190.9024
Tredveårsfurua På Askøy,Black Debbath,257.82812
What Woman Really Wear To Bed,Steve Harvey,268.45995
Reminisce For A While (Sung With Raul Malo),Neil Diamond,267.57179
Min Tou Milate Tou Pediou,Antonis Remos,94.51057
The Fourth Wish,Bruno Sanfilippo,398.602
Mädchen mit Plan,2raumwohnung,272.95302
National Fencibles March,Henry Mancini,187.74159
I Will Be Free (LP Version),Cindy Morgan,295.10485
Obsession,Rainforest Trio,291.39546
Soy De Oaxaca,Los Originales De San Juan,199.07873
Goin' To Hell On A Sled,John D. Loudermilk,124.39465
